product_name,review,price,discount_price,date
Autoestéreo 2 Din Mirrorlink Pantalla Táctil 7 Inch Y Cámara,4.4,"1,355",501,2024/02/04
Oso Peluche Jumbo 2 Metros Grande Gigante + Envio + 2regalos,None,"1,788","1,698",2024/02/04
Incubadora 48 Huevos Pollos Y Aves Con Giro Automatico Hhd,None,"1,599","1,407",2024/02/04
Xiaomi Redmi 12 Dual Sim 256gb Polar Silver 8gb Ram,None,"3,550","2,982",2024/02/04
Colchón Individual Resorte Y Memory Foam - Expansión Rápida Color Blanco,5.0,"2,999","1,797",2024/02/04
Bocinas Subwoofer Amplificado Bocinas Para Auto 10 Pulgadas,None,"1,712","1,147",2024/02/04
Asistente Virtual Amazon Echo Dot 5ta Gen Azul,4.8,875,735,2024/02/04
Televisor Hisense 50 4k Googletv Con Dolby Vision 50a7k,4.9,"8,999","5,999",2024/02/04
Autoestéreo 2din Mirrorlink Bluetooth Táctil 7 Inch Y Cámara,4.4,938,469,2024/02/04
Realme 11 Pro 5g 8g - 256g Blanco Pantalla Oled 120hz Dimensity 7050 Octa-core Cámara Ois De 100mp Batería 5000mah Cargador 67w,None,"7,806","5,698",2024/02/04
"Laptop Asus E510 15,6'' Intel Celeron 8gb Ram + 128gb Azul Color Peacock blue",None,"6,999","4,799",2024/02/04
Bafle Bocina Recargable 15 Pulgadas Kaiser Tripie Microfono,4.6,"2,999","1,739",2024/02/04
Vanir Audífonos In-ear Inalámbricos Con Cancelación De Ruido,4.2,291,189,2024/02/04
Báscula comercial digital Just Home MKZ-BAS-ACS209 40kg 110V/220V blanco 34.5 cm x 24 cm,4.6,445,422,2024/02/04
Parrilla/estufa Mesa De Gas De 4 Quemadores Envio Gratis Color Negro,None,679,669,2024/02/04
Apple iPhone 15 Pro Max (256 GB) - Titanio Blanco,None,"30,422","25,555",2024/02/04
U Bárbara Pijama Quirúrgica Para Hombre Jogger Uniforme ,None,999,459,2024/02/04
Tenis Advantage adidas Court Ig2516 adidas,5.0,999,589,2024/02/04
Desbrozadora Desmalezadora Gasolina 52 CC 2.5 HP Diseño Ergonomico Capacidad Tanque de Combustible 1.2 Litros Cuchilla 3 Puntas Mango con Gatillo de Seguridad Arranque con Cordón Aceite a 2 Tiempos,4.4,"2,399","1,369",2024/02/04
Silla Oficina Escritorio Ergonomica Mesh Giratoria Secretarial Ajustable Apoyabrazos Moviles Femmto,4.3,"2,699","1,160",2024/02/04
Xiaomi Pocophone Poco X6 Pro 5G Dual SIM 256 GB amarillo 8 GB RAM,None,"9,099","5,543",2024/02/04
Tira De Luces Led Rgb 30m Bluetooth App Control Música Ritmo,4.7,319,226,2024/02/04
Smart TV Pantalla 32 Pulgadas Weyon Android TV LED HD 32WDSNMX 110V/240V,None,"4,305","2,539",2024/02/04
Mesa Portafolio Plegable 180cm Resistente Exterior Jardin Color Blanco,4.6,"1,999","1,099",2024/02/04
Paco Rabanne 1 Million Eau de toilette 200 ml para  hombre,None,"1,600",592,2024/02/04
Mesa Portafolio Plegable 180cm Resistente Exterior Jardin Color Blanco,None,"1,999","1,099",2024/02/04
Paco Rabanne 1 Million Eau de toilette 200 ml para  hombre,4.5,"1,600",592,2024/02/04
Apple iPhone 14 (128 Gb) - Morado Color Violeta,None,"15,342","12,888",2024/02/04
Suplemento en polvo Vitatú  Suplemento Alimenticio Vitatu Myo Y D-chiro Inositol sabor n/a en paquete de 225g,None,"1,098","1,043",2024/02/04
Escoge Tu Levi's® 505® Hombre Regular Fit Jeans,4.6,999,499,2024/02/04
Smart Tv Hisense Full Hd 40 Pulgadas Con Roku H4 Serie,None,"4,436","3,549",2024/02/04
Silla De Oficina Escritorio Gamer Reclinable Ergonómica Pro,4.8,"1,899","1,538",2024/02/04
"Maleta Swiss Navy® Lema, Blanda Mediana 24 Inch Expandible Color Negro",None,"1,549","1,403",2024/02/04
Xiaomi Pocophone Poco M5s Dual SIM 128 GB azul 4 GB RAM,4.7,"2,542","2,311",2024/02/04
Ventilador Industrial 3 En 1 De Pie Pared Piso Casa Oficina Diámetro 45 cm,4.4,"1,398",699,2024/02/04
Monitor Samsung Lf27t350fhlxzx De 27'' Voltaje 100 V - 240 V Color Negro,None,"4,799","2,599",2024/02/04
2nlf® Cámara De Seguridad Exterior Wifi 5g 1080p Con Led,None,650,296,2024/02/04
Kit Ácido Hialurónico Serum+crema Día+crema Ojos+uv Defender,None,"1,152",762,2024/02/04
Control Xbox Wireless Electric Volt Color Verde,None,"1,486","1,027",2024/02/04
 Moto G13 Dual SIM 128 GB gris oxford 4 GB RAM,4.6,"2,299","2,046",2024/02/04
Zapatos De Seguridad De Fibra Kevlar Acero Ligero Pugood V8,None,710,398,2024/02/04
1hora Mini Bocina Portátil Bluetooth Inalámbrica Altavoz Sd,4.7,259,148,2024/02/04
6 Almohadas Premium 4 + 2 Cojín Multiusos 40 X 30 Cooling,None,"1,349",849,2024/02/04
Bocinas Jbl De 6.5  Vías Stage1621 Para Un Gran Sonido Color Negro,None,899,599,2024/02/04
Set 5 Mochila Bolsas Escolar Estudiante Lapicera Tote Lona,4.4,439,197,2024/02/04
Apple iPhone 15 Plus (128 GB) - Negro,5.0,"29,628","17,531",2024/02/04
Televisor Daewoo Daw32r 32 Smart Roku Hd,None,"3,479","2,783",2024/02/04
Colchon De Aire Presion Alterna Antiescaras Drive Envio Grat,None,789,789,2024/02/04
100 Plumones Doble Punta Marcadores Punta Pincel 100 Color Diferentes Con Estuche De Tela,None,199,163,2024/02/04
Colchoneta Topper Atma Smooth Top Matrimonial Memory Foam 135x190,None,"2,799","1,199",2024/02/04
Videojuego Super Smash Bros Ultimate Nintendo Switch B +12,4.9,"1,392",949,2024/02/04
Celular Poco C65 256gb 8gb Black Color Negro,None,"2,940","2,469",2024/02/04
Olla Express Ekco Clásica De Aluminio 8 Litros Color Plata Color Plateado,None,"1,699","1,205",2024/02/04
Rotomartillo Cincelador Perforador Sds Industrial 1600w,4.5,"2,088","1,169",2024/02/04
Smart Tv Pantalla 50'' Tcl 50q650g Google Tv Qled,None,"9,599","7,399",2024/02/04
Bicicleta fija Centurfit MKZ-BICSPIN11BLA para spinning color blanco y gris,None,"3,599","2,999",2024/02/04
Colchón Matrimonial Ortopédico Resortes 190*135cm,4.7,"3,699","2,811",2024/02/04
Xiaomi Pocophone Poco M5 (5 Mpx) Dual SIM 128 GB green 6 GB RAM,None,"3,496","2,098",2024/02/04
Mesa Plegable 1.80 Mts Portatil Portafolio Eventos Jardin,4.6,859,839,2024/02/04
Mini Soldadoras Maquina Soldar Inverter Portatil Inversores,None,"1,402",897,2024/02/04
Tenis adidas Grand Court Base 2.0 Casual Mujer,None,"1,399","1,133",2024/02/04
Silla Gamer Gaming Ergonómica Reclinable ,None,"4,179","1,789",2024/02/04
2pcs Cámara De Seguridad Hd Wifi De  Visión Nocturna Alarma,None,"1,099",527,2024/02/04
Xiaomi Pocophone Poco X6 5G Dual SIM 256 GB blanco 12 GB RAM,None,"8,999","5,299",2024/02/04
Mesa Plegable Plástico Tipo Portafolio 180cm Portátil Cafe,4.7,"1,389",989,2024/02/04
Roku Express | Dispositivo de streaming HD con cable HDMI de alta velocidad y control remoto simple,None,734,609,2024/02/04
Consola Xbox Series S 512gb Bundle 3 Meses Game Pass Ultimate Blanco,None,"7,799","5,693",2024/02/04
Tenis De Seguridad Industrial Zapatos Trabajo Ligero Kevlar,None,890,364,2024/02/04
14 Piezas Cajas Organizadoras Apilables Para Zapatos,None,505,287,2024/02/04
Apple iPhone 15 (128 GB) - Verde,None,"24,165","14,982",2024/02/04
Chamarra Tactica Militar Térmica Impermeable Tactico Hombre,None,999,499,2024/02/04
Control Dualsense Inalámbrico Grey Camo - Playstation 5,None,"1,585","1,315",2024/02/04
Creatina Meta Nutrition 500 Gr 100 Porciones Sabor Sin sabor,None,683,498,2024/02/04
Panel Decorativo 3d Para Pared 6 Piezas 50 Cm X 50 Cm,None,599,236,2024/02/04
Zapatos De Seguridad Tenis Deportivos Industriales Nieion,4.6,531,393,2024/02/04
 Moto G32 Dual SIM 256 GB gris mineral 8 GB RAM,None,"3,799","3,191",2024/02/04
Mesa Plegable 1.80 Mts Portatil Portafolio Eventos Jardin,None,859,839,2024/02/04
Carrito Auxiliar Organizador Multiusos 3 Niveles Plastico,None,399,207,2024/02/04
Colchoneta  Memory Foam Topper King Size 5 Cm Gel Cool Zone,None,"3,618","1,499",2024/02/04
Smartwatch Huawei Band 8 1.47' Batería Hasta 14 Días Naranja Color de la caja Negro Color del bisel Negro Diseño de la correa Deportivo,None,999,899,2024/02/04
"Laptop Asus E510 15,6'' Intel Celeron 8gb Ram + 128gb Azul Color Peacock blue",4.4,"6,999","4,799",2024/02/04
Celular Cubot Note 40 Dual Sim 256 Gb 6 Gb Ram 90 Hz 5200 Ma,None,"3,424","2,054",2024/02/04
Televisor Daewoo Daw32r 32 Smart Roku Hd,None,"3,479","2,783",2024/02/04
Control Xbox Wireless Electric Volt Color Verde,4.8,"1,486","1,027",2024/02/04
"Audifonos Huawei Freebuds Se 2 azul, 40 H De Música Continua",4.9,"1,099",699,2024/02/04
Carolina Herrera Good Girl Eau de parfum 80 ml para  mujer,None,"1,200",600,2024/02/04
Colchón Individual Resorte Y Memory Foam - Expansión Rápida Color Blanco,None,"2,999","1,797",2024/02/04
Apple iPhone 14 (128 Gb) - Morado Color Violeta,4.8,"15,342","12,888",2024/02/04
Extractor De Leche Electrico Doble De Leche De Saca Leche,4.5,"1,333",399,2024/02/04
Creatina Meta Nutrition 500 Gr 100 Porciones Sabor Sin sabor,None,683,498,2024/02/04
Barbie Pelicula Barbie Gold Disco 2023 Hpj99  Mattel,None,"1,679",680,2024/02/04
The Last Of Us Part Il Remastered - Playstation 5,None,"1,097",899,2024/02/04
U Bárbara Pijama Quirúrgica Para Hombre Corte Recto Uniforme,None,999,459,2024/02/04
 Moto G13 Dual SIM 128 GB gris oxford 4 GB RAM,None,"2,299","2,046",2024/02/04
Consola Xbox Series S 512gb Bundle 3 Meses Game Pass Ultimate Blanco,None,"7,799","5,693",2024/02/04
Suplemento en polvo Vitatú  Suplemento Alimenticio Vitatu Myo Y D-chiro Inositol sabor n/a en paquete de 225g,None,"1,098","1,043",2024/02/04
"Mochila Para Laptop De 15.6 Pulgadas, Mochila De Viaje Para Laptop, Con Puerto Carga Usb, Ideal Para Negocios, Mejor Mochila Para Escolar, Antirrobo",None,604,374,2024/02/04
Roku Express | Dispositivo de streaming HD con cable HDMI de alta velocidad y control remoto simple,None,734,609,2024/02/04
1 Par Faros  Lupa De Color Doble 120w Para Auto Moto,4.8,350,213,2024/02/04
Xiaomi Redmi 13C Dual SIM 256 GB navy blue 8 GB RAM,None,"3,300","2,673",2024/02/04
Smart Tv Hisense Full Hd 40 Pulgadas Con Roku H4 Serie,None,"4,436","3,549",2024/02/04
Smartwatch Redmi Watch 3 Active Xiaomi Pantalla Lcd 1.83 Llamadas,None,862,698,2024/02/04
"Power Bank Batería Portátil 20000mah 2.1A Carga Bateria Portatil con 2 Puertos con Pantalla LED Pila Cargador Externa Compatible para IP Samsung Xiaomi, con un Cable Tipo C 20CM 1hora GAR117",4.5,499,298,2024/02/04
Set 4 Bolsas Mujer Moda Dama Crossbody Cosmetiquera Correa,None,408,228,2024/02/04
Set De 4 Bancos Con Respaldo Giratorios Para Cocina Bar,4.8,"3,879","2,998",2024/02/04
Apple iPhone 15 Plus (128 GB) - Negro,5.0,"29,628","17,531",2024/02/04
Smart Tv Pantalla Led De 32 Pulgadas  Amaz 110v/240v,None,"3,999","2,519",2024/02/04
Guitarra Acustica Clasica Con Accesorios Musical Madera 38in,None,"1,299","1,039",2024/02/04
10pz Radios Bf-888s Uhf Walkie Talkie Con Linterna Cable Usb,4.6,"6,289","1,886",2024/02/04
Casco Kov Cancerbero Azteca Led Abatible Deportivo Nuevo Ns,None,"2,400","1,488",2024/02/04
Frigobar Refrigerador Coolteche Freezer Negro 78l 2.8 Ft,4.3,"4,999","3,749",2024/02/04
Zte Smartphone Axon 50 Lite 256gb 4gb Ram Lila Desbloqueado,4.7,"3,999","2,599",2024/02/04
Banda Para Correr Caminadora Fitness 15 Niveles Inclinacion,None,"7,799","3,431",2024/02/04
Monitor Samsung Lf27t350fhlxzx De 27'' Voltaje 100 V - 240 V Color Negro,None,"4,799","2,599",2024/02/04
Olla Express Ekco Clásica De Aluminio 8 Litros Color Plata Color Plateado,None,"1,699","1,205",2024/02/04
Grifo Monomando Fregadero Llave Mezcladora Tarja Cocina 360,4.8,992,824,2024/02/04
Xiaomi 13 Ultra Dual SIM 256 GB black 12 GB RAM,4.8,"16,606","15,111",2024/02/04
"Proyector Wanbo New T2 Max, 450 Ansi, Nativa 1080p Fhd 4k Hdr, Android 9.0, Foco Auto Ai, Ipx5 A Prueba De Polvo, Wifi 2.4g, 16gb, Azul Marino",None,"4,599","3,135",2024/02/04
Televisor Hisense 50 4k Googletv Con Dolby Vision 50a7k,4.9,"8,999","6,799",2024/02/04
Colchoneta Topper Atma Smooth Top Matrimonial Memory Foam 135x190,None,"2,799","1,199",2024/02/04
Silla De Oficina Ejecutiva Reclinable Ergonomica Reposapiés Color Rosa/Blanco Material del tapizado Cuero sintético,None,"2,499","1,499",2024/02/04
2nlf® Cámara De Seguridad Exterior Wifi 5g 1080p Con Led,4.3,650,296,2024/02/04
Silla De Oficina Ejecutiva Reclinable Ergonomica Reposapiés Color Rosa/Blanco Material del tapizado Cuero sintético,None,"2,499","1,499",2024/02/04
Xiaomi Pocophone Poco X6 5G Dual SIM 256 GB blanco 12 GB RAM,4.8,"8,999","5,299",2024/02/04
Rebozo Fular Elástico Bebé Feliz Portabebe Precio De Fabrica,4.8,288,187,2024/02/04
Control Dualsense Inalámbrico Grey Camo - Playstation 5,None,"1,585","1,315",2024/02/04
Kit De Lápices De Dibujo Y Boceto Con Accesorios 72 Pzs,None,513,195,2024/02/04
Samsung Galaxy A54 5g 256gb Dual Sim 8gb Ram 50mpx Blanco,None,"6,499","6,109",2024/02/04
Celular Pocophone Poco M5s Blue 6gb Ram 128gb Rom,None,"2,883","2,533",2024/02/04
Xiaomi Redmi Note 13 Pro+ 5G Dual SIM 512 GB negro 12 GB RAM,None,"11,999","8,999",2024/02/04
Zte Axon 40 Ultra 12 Gb Ram 256 Gb Triple Cámara Color Negro,4.6,"14,999","8,299",2024/02/04
Xiaomi Poco M6 Pro 8 Gb 256 Gb,None,"3,886","3,691",2024/02/04
"Celular W&o X200 Android De 6.528 Pulgadas, 4800 Mah, 64gb Rom 4gb Ram,dual Sim",None,"1,523","1,371",2024/02/04
Xiaomi Pocophone Poco M4 5G Dual SIM 64 GB power black 4 GB RAM,4.7,"2,140","1,797",2024/02/04
Celular Xiaomi Redmi 12 Dual Sim 256gb 8ram Negro,None,"3,748","2,924",2024/02/04
iPhone 11 64 Gb Negro Original Liberado Reacondicionado (Reacondicionado),4.6,"5,549","5,382",2024/02/04
Moto G72 Dual SIM de 128 GB y 6 GB RAM blanco brillante,None,"7,299","3,749",2024/02/04
Samsung Galaxy A54 5g Blanco 8 Gb Ram + 128 Gb,None,"7,999","5,249",2024/02/04
Apple iPhone 15 Plus (128 GB) - Azul,None,"29,628","17,531",2024/02/04
Realme C55 Ram 8gb Rom 256gb Oro Mediatek Helio G88 90hz Cargador 33w Camara 64mp Pantalla Fhd+ De Nfc Color Dorado,None,"5,457","3,438",2024/02/04
Xiaomi Poco C65 Dual SIM 128 GB negro 6 GB RAM,None,"2,739","2,191",2024/02/04
Apple iPhone 12 64gb Rojo Grado A (Reacondicionado),None,"6,999","6,789",2024/02/04
Xiaomi Poco C65 Dual SIM 256 GB azul 8 GB RAM,None,"2,811","2,586",2024/02/04
Samsung Galaxy A54 5G 5G Dual SIM 128 GB awesome lime 6 GB RAM,None,"7,188","5,599",2024/02/04
Cubot X70 Dual SIM 256 GB tech black 12 GB RAM,None,"4,605","3,776",2024/02/04
Xiaomi Redmi Note 11e Pro 5g 256gb - 8gb Desbloqueado Dual Negro Color Negro,None,"5,756","4,138",2024/02/04
Cubot Note 21 Dual SIM 128 GB naranja 6 GB RAM,None,"3,406","1,873",2024/02/04
Amazon Fire tv Stick Fire TV Stick Lite Edición 2022 B091G4YP57 2.ª generación de voz Full HD 8GB negro con 1GB de memoria RAM,None,700,588,2024/02/04
2pcs Cámara De Seguridad Hd Wifi De  Visión Nocturna Alarma,None,"1,099",527,2024/02/04
Tarja Fregadero Tipo Bar Acero Inox 50x45 Cm C/kit Mezc Flex,None,"1,799","1,493",2024/02/04
Proyector Profesional 8k Android Wifi Hd 1080p Con Dolby,4.5,"3,081","2,033",2024/02/04
Rotomartillo Cincelador Perforador Sds 1200w Con Accesorios,None,"1,249",899,2024/02/04
Xiaomi 13T Pro Dual SIM 512 GB negro 12 GB RAM,None,"13,952","13,255",2024/02/04
"Pantalones Tácticos Militares Impermeables, Ix7, Ix9",None,393,255,2024/02/04
Cámara Seguridad Wifi 2mp Hd Videovigilancia Remota/alarmaa,None,496,278,2024/02/04
Proyector Android X1 Pro 8k Wifi Inteligente Full Hd 12000lm,4.5,"4,999","2,499",2024/02/04
Microondas Midea MMDF07S2   blanco y negro 20L 120V,4.6,"1,899","1,481",2024/02/04
"Micro Mink Frazada, Matrimonial Ultra Suave Y Calientita",None,229,185,2024/02/04
Impresora 3d Creality Ender-3 V2 Neo Autolevel,4.9,"7,361","5,889",2024/02/04
Cortina Blackout Para Ventana 300x230cm Para Habitacion Sala,None,298,283,2024/02/04
"Celular Oneplus Nord 3 De 16gb, 256gb, 120hz Mtk 9000 Color Verde",None,"11,487","8,063",2024/02/04
Soldadora inverter Kerhër KMA200 amarilla y negra 50Hz/60Hz 110V/220V,4.7,"4,165","3,284",2024/02/04
Motorola Moto G54 5g 256gb - 8gb Ram Desbloqueado Dual Rojo,None,"3,999","3,479",2024/02/04
Huawei Nova 11i 8 Gb 128 Gb Cámara 48mp + Banda 8,None,"5,999","4,799",2024/02/04
Apple AirPods Pro con estuche de carga MagSafe,None,"4,599","2,483",2024/02/04
Freidora De Aire Multifuncional 12 Lt.  Masterchef By Huken,None,"3,999","2,079",2024/02/04
Escritorio Minimalista Metal Estacion Trabajo Repisas Madera,None,"1,179","1,120",2024/02/04
Oso De Peluche Grande Gigante Corazón 1 Metro Pelucheria,None,659,599,2024/02/04
Oppo Reno10 Dual SIM 256 GB gris 8 GB RAM,None,"10,999","7,979",2024/02/04
